Radar_Type,Azimuth,Elevation,Range,Speed,RCS,Power,Noise,Threat_Type,Attack_Severity
Back,0.219674,0.017663,155.847,-3.619,147.5,124.177,119.795,Normal,None
Back,-0.112166,0.025395,184.31,16.657,55.251,109.124,106.221,Normal,None
Front,-0.085106,-0.081926,182.743,33.612,180.016,123.604,104.415,Normal,None
Front,-0.080456,0.047496,170.55,-3.887,792.432,135.491,100.574,Normal,None
Front,-0.244522,0.04396,80.823,4.653,23.591,104.687,104.062,Normal,None
Front,-0.237063,0.056734,63.135,-3.683,337.379,125.648,106.754,Normal,None
Front,0.090281,-0.036032,197.047,13.466,367.891,103.336,100.9,Normal,None
Back,-0.224182,-0.081173,53.728,28.963,118.292,143.661,106.769,Normal,None
Front,0.099161,0.060274,25.487,-4.955,189.348,129.863,118.441,Normal,None
Back,0.124704,0.0934,128.333,23.403,89.397,115.004,107.422,Normal,None
Back,0.15922,-0.066138,44.772,16.072,19.458,140.255,104.625,Normal,None
Front,-0.2037,0.072624,127.322,38.973,307.892,137.474,109.298,Normal,None
Back,-0.169061,-0.093944,57.028,33.999,502.256,134.813,104.423,Normal,None
Back,0.256897,0.018755,197.04,4.055,228.562,100.25,107.666,Normal,None
Back,-0.293581,-0.088252,158.288,39.25,973.35,115.636,100.599,Normal,None
Front,-0.102393,-0.047454,117.191,18.512,879.602,148.668,105.394,Normal,None
Back,-0.256366,-0.031151,125.732,-7.243,844.42,131.471,113.986,Normal,None
Back,0.030052,0.076442,137.314,15.881,802.637,144.619,118.863,Normal,None
Back,0.249693,0.058305,55.147,20.853,620.813,104.371,119.564,Normal,None
Back,-0.234571,0.028578,31.458,1.894,170.716,124.603,106.194,Normal,None
Front,-0.006141,0.099952,91.361,22.452,524.934,155.755,116.91,Normal,None
Back,-0.049566,0.059663,166.262,29.604,865.407,130.128,104.948,Normal,None
Back,-0.27567,0.031782,21.455,17.245,679.001,105.838,105.095,Normal,None
Back,-0.087541,0.070468,102.419,-5.225,57.003,133.294,114.523,Normal,None
Front,0.132339,0.072858,92.627,16.636,487.995,158.49,104.709,Normal,None
Back,-0.261585,-0.019632,177.637,22.076,73.419,115.403,118.156,Normal,None
Front,-0.23887,-0.093372,32.221,32.734,748.332,146.305,106.069,Normal,None
Back,-0.023839,-0.020034,166.683,38.318,593.502,138.857,104.894,Normal,None
Back,-0.252757,-0.069501,33.277,34.716,94.26,101.886,100.96,Normal,None
Front,0.041987,-0.044255,140.016,18.363,943.883,102.512,104.744,Normal,None
Back,-0.119248,-0.058314,151.752,-7.332,820.696,104.079,117.555,Normal,None
Front,-0.102779,-0.021802,141.477,-5.352,855.792,121.259,111.393,Normal,None
Front,-0.227444,-0.064971,84.451,3.568,809.614,124.857,118.591,Normal,None
Front,0.057452,0.06963,154.786,8.422,550.868,150.24,103.159,Normal,None
Front,-0.00264,-0.066529,115.862,33.56,930.611,132.416,108.331,Normal,None
Front,0.151074,0.009006,74.444,26.177,360.465,137.004,103.799,Normal,None
Front,0.229919,0.094272,120.177,29.273,64.538,148.434,118.234,Normal,None
Front,-0.267953,0.050527,199.109,34.138,114.196,107.999,104.657,Normal,None
Back,0.156589,-0.029629,62.051,31.163,533.535,111.057,103.32,Normal,None
Back,-0.220624,0.006399,124.051,39.622,416.057,129.648,103.845,Normal,None
Back,-0.103442,-0.017166,52.641,-9.586,727.293,137.626,114.849,Normal,None
Front,-0.129915,0.009433,72.818,24.385,7.268,100.473,104.61,Normal,None
Front,-0.129776,0.060563,66.271,-9.798,536.872,126.623,119.526,Normal,None
Front,0.114277,0.076342,76.648,15.762,344.316,112.013,114.02,Normal,None
Front,-0.15052,-0.096601,56.748,3.704,709.442,156.163,111.107,Normal,None
Front,-0.231181,-0.096552,23.844,19.035,775.159,151.355,112.799,Normal,None
Back,-0.162982,-0.070914,47.793,-8.498,784.008,107.416,109.95,Normal,None
Front,-0.040017,-0.048579,65.876,0.307,95.281,113.269,117.863,Normal,None
Front,0.232002,-0.019044,141.372,13.77,115.893,138.186,103.927,Normal,None
Front,0.204206,0.015749,161.698,13.27,825.004,111.354,107.974,Normal,None
Front,0.011805,-0.06933,61.543,3.877,600.826,115.115,111.755,Normal,None
Back,-0.04413,0.039315,127.837,24.708,502.225,149.781,104.136,Normal,None
Back,-0.179631,0.064398,99.24,9.349,820.305,158.447,109.579,Normal,None
Front,0.068804,-0.077256,74.525,-3.927,778.045,126.82,109.938,Normal,None
Back,0.23402,0.027688,41.44,-7.513,117.557,101.067,112.016,Normal,None
Back,0.058148,0.029849,93.162,29.885,410.277,154.945,104.318,Normal,None
Front,0.138239,0.093076,184.119,2.754,260.316,151.307,112.46,Normal,None
Front,-0.132738,0.075075,163.63,1.661,794.316,116.304,100.385,Normal,None
Front,0.088519,0.072017,166.608,22.644,559.176,127.216,115.114,Normal,None
Front,0.219706,-0.047602,154.168,35.426,642.118,101.316,109.163,Normal,None
Front,0.163118,-0.037091,56.981,25.421,803.061,133.641,117.36,Normal,None
Front,0.100456,-0.056342,29.015,19.395,509.816,152.705,104.963,Normal,None
Front,-0.097185,0.069883,22.643,22.421,581.513,157.179,110.078,Normal,None
Front,-0.080595,-0.03436,194.533,5.716,565.23,102.194,119.94,Normal,None
Back,-0.140192,0.011625,118.216,-3.01,813.667,108.47,109.412,Normal,None
Back,-0.244281,0.099678,117.016,11.076,483.837,159.641,117.256,Normal,None
Back,0.007691,0.028529,79.58,36.751,50.061,134.019,116.036,Normal,None
Back,0.022173,-0.018231,170.009,1.498,166.129,110.368,117.217,Normal,None
Front,0.083812,-0.084216,64.216,6.052,980.507,119.312,116.447,Normal,None
Front,-0.237307,-0.022966,184.122,30.742,51.299,105.358,107.644,Normal,None
Front,0.149543,-0.022755,27.377,3.603,309.199,147.827,108.988,Normal,None
Back,-0.11545,0.094825,33.289,-2.197,715.162,131.142,105.19,Normal,None
Back,0.002576,-0.029625,68.778,13.113,741.079,108.985,105.788,Normal,None
Back,0.140269,-0.068925,85.9,6.758,405.042,116.338,107.13,Normal,None
Back,0.028084,0.05778,84.632,-5.593,960.467,121.28,108.918,Normal,None
Front,0.192875,0.077594,36.922,27.228,767.117,138.906,107.133,Normal,None
Back,-0.140446,-0.057802,191.269,38.02,350.701,137.769,106.198,Normal,None
Front,0.212573,-0.07122,122.752,30.323,939.895,150.893,110.15,Normal,None
Back,0.072055,0.000733,135.515,25.754,767.284,127.338,109.203,Normal,None
Back,0.178666,0.015878,35.57,-3.243,896.117,148.457,107.425,Normal,None
Back,-0.081381,-0.013014,150.234,24.897,611.405,116.475,106.399,Normal,None
Front,0.130632,-0.094221,199.197,32.031,289.872,151.788,100.352,Normal,None
Back,0.017005,-0.016625,96.275,36.427,549.807,131.679,111.388,Normal,None
Back,0.273456,0.037306,126.312,39.514,746.118,144.44,113.878,Normal,None
Front,0.055643,0.013804,53.378,37.488,603.728,148.59,116.934,Normal,None
Back,0.231738,-0.003712,74.135,-9.801,76.635,111.863,107.396,Normal,None
Front,0.259013,-0.062255,163.151,32.322,125.045,145.48,109.621,Normal,None
Front,0.195681,-0.014695,84.748,32.067,115.18,125.374,107.244,Normal,None
Front,0.249294,-0.005391,167.048,23.438,852.287,125.64,114.458,Normal,None
Back,0.231502,0.091868,90.941,11.814,358.543,137.995,104.186,Normal,None
Front,0.095821,0.039202,169.215,-5.638,399.574,115.757,100.145,Normal,None
Back,0.224064,-0.06255,131.068,13.932,609.385,125.307,104.958,Normal,None
Back,0.016188,-0.046315,33.547,23.366,557.072,145.053,108.694,Normal,None
Front,0.126658,-0.074201,168.767,6.368,454.221,112.588,103.428,Normal,None
Front,0.154501,0.051903,39.703,21.461,17.977,120.864,109.289,Normal,None
Back,0.064337,0.07931,116.795,11.231,787.937,141.242,104.409,Normal,None
Back,0.184892,-0.024324,192.187,3.509,745.338,106.146,118.055,Normal,None
Back,-0.259574,-0.023449,83.624,2.89,901.579,102.358,111.305,Normal,None
Back,-0.034629,-0.068155,118.786,32.479,430.566,139.136,101.223,Normal,None
Back,0.207307,-0.090707,87.619,37.535,681.181,105.035,107.435,Normal,None
Back,0.000744,-0.081861,47.986,39.13,436.186,142.622,108.433,Normal,None
Back,-0.266124,-0.005247,129.695,1.928,7.544,152.752,110.315,Normal,None
Back,0.044121,-0.09354,83.199,34.217,994.138,123.21,110.879,Normal,None
Back,0.199915,0.073671,193.37,38.322,264.082,104.706,117.091,Normal,None
Front,-0.191993,0.060326,147.417,-0.569,600.312,113.24,113.704,Normal,None
Back,-0.035107,-0.086331,37.154,-0.386,366.976,158.496,109.592,Normal,None
Front,0.297815,-0.055737,30.899,-0.028,207.635,151.976,107.558,Normal,None
Back,0.079967,0.028235,164.335,19.355,562.031,110.455,103.252,Normal,None
Front,0.270071,-0.071482,92.983,30.433,793.741,109.954,118.685,Normal,None
Back,-0.086362,-0.066555,81.461,17.904,158.822,111.445,101.317,Normal,None
Back,0.292729,-0.068948,148.555,25.485,832.803,104.5,109.312,Normal,None
Back,0.210975,0.094976,123.784,-8.815,764.583,154.275,110.135,Normal,None
Front,-0.089551,-0.066057,79.303,36.478,350.234,109.946,106.653,Normal,None
Front,0.242159,-0.073745,95.788,2.754,123.003,118.192,110.545,Normal,None
Front,-0.112382,-0.009498,158.753,21.681,846.548,145.159,117.096,Normal,None
Front,-0.133689,0.025065,103.563,-7.813,547.421,145.087,103.829,Normal,None
Back,0.255177,0.074705,47.144,35.794,59.393,113.454,118.272,Normal,None
Front,-0.044044,0.082542,36.17,-5.995,279.231,124.328,106.108,Normal,None
Front,-0.143383,-0.036543,58.511,13.13,520.442,104.883,116.613,Normal,None
Front,0.037053,0.058627,90.189,32.279,491.686,155.477,106.252,Normal,None
Front,-0.089201,0.057415,186.152,29.657,183.815,133.733,108.984,Normal,None
Front,0.189541,-0.040607,109.592,25.717,23.183,125.947,115.265,Normal,None
Front,-0.139974,-0.083354,176.226,-4.599,543.091,103.585,102.793,Normal,None
Back,0.021903,-0.079171,59.409,27.85,836.537,119.233,116.554,Normal,None
Back,-0.114884,-0.030658,111.879,20.03,254.729,115.698,101.272,Normal,None
Front,-0.120017,-0.09511,152.624,36.957,691.173,109.537,113.991,Normal,None
Back,-0.0008,-0.035062,125.835,0.62,431.112,109.273,100.547,Normal,None
Front,-0.183454,0.047608,161.56,-8.342,720.546,155.483,111.343,Normal,None
Front,0.230826,0.002136,119.482,-7.281,67.575,113.455,108.595,Normal,None
Back,0.031638,0.082791,184.894,-3.136,642.463,140.906,116.642,Normal,None
Back,0.087666,0.03408,76.735,19.582,689.243,151.283,103.459,Normal,None
Front,-0.093864,-0.030587,148.212,-0.412,525.866,134.315,101.933,Normal,None
Back,-0.011801,-0.083295,102.33,13.275,27.738,133.707,113.489,Normal,None
Front,-0.075817,0.002971,57.257,5.758,226.549,116.795,115.082,Normal,None
Back,-0.284194,0.038603,34.915,16.051,467.338,113.784,110.421,Normal,None
Front,0.158977,0.050458,32.23,-6.551,252.615,110.498,116.992,Normal,None
Back,0.146606,0.034289,115.263,-6.321,851.976,137.41,115.908,Normal,None
Front,-0.109967,-0.098585,48.268,6.979,851.704,130.983,114.367,Normal,None
Front,0.109447,0.048879,198.618,6.229,66.504,122.585,106.672,Normal,None
Front,-0.167607,0.086465,40.599,26.746,620.302,112.187,101.107,Normal,None
Front,0.206803,-0.091869,43.722,-1.203,358.252,146.755,115.569,Normal,None
Front,0.03533,-0.098449,140.95,-9.331,355.236,137.477,116.857,Normal,None
Front,0.189585,-0.095588,106.396,3.71,486.626,104.809,109.784,Normal,None
Front,-0.127374,-0.021119,121.881,-4.048,229.408,141.962,117.772,Normal,None
Back,0.073954,-0.03334,100.356,30.179,920.863,157.526,117.548,Normal,None
Back,-0.065892,-0.035255,181.352,39.012,227.902,141.248,108.182,Normal,None
Front,-0.009759,0.00427,161.809,36.883,945.034,121.084,116.403,Normal,None
Back,0.2766,0.057464,31.221,12.573,532.941,107.242,119.914,Normal,None
Back,-0.261523,-0.001569,194.402,-7.846,141.553,154.102,110.069,Normal,None
Front,0.288388,0.095979,56.774,27.216,355.436,120.323,108.611,Normal,None
Front,0.172776,-0.08072,188.545,33.907,729.644,102.575,105.313,Normal,None
Front,-0.081397,0.039637,107.59,-3.018,786.109,121.922,106.556,Normal,None
Back,0.091235,0.084267,144.935,1.677,470.418,159.548,114.172,Normal,None
Front,-0.224867,0.04327,120.973,35.398,780.95,145.094,118.932,Normal,None
Back,0.019867,0.018789,127.807,17.937,124.176,110.915,103.303,Normal,None
Back,-0.250569,-0.073148,41.951,29.102,871.453,132.947,100.437,Normal,None
Front,-0.151779,0.05115,165.83,3.987,323.411,120.836,108.451,Normal,None
Front,-0.067241,0.071389,102.399,0.092,231.167,104.584,107.447,Normal,None
Front,0.264686,0.08605,77.987,0.133,582.378,152.832,111.16,Normal,None
Front,-0.212386,0.037933,129.574,-9.323,459.506,119.248,114.209,Normal,None
Back,0.130733,-0.058464,197.175,30.202,586.593,133.421,119.795,Normal,None
Front,-0.129009,0.060665,104.867,-7.736,110.332,129.143,108.038,Normal,None
Back,-0.283039,-0.045097,117.189,34.255,904.323,135.89,114.534,Normal,None
Front,0.013974,-0.039106,43.0,39.252,546.414,122.001,102.808,Normal,None
Back,-0.101962,-0.024248,162.486,-1.967,873.568,104.909,105.575,Normal,None
Front,-0.052392,0.037601,94.361,37.038,351.339,137.35,110.303,Normal,None
Back,0.092799,0.022491,191.807,-7.146,357.063,135.546,112.371,Normal,None
Back,-0.213697,-0.007514,24.652,9.089,659.037,140.231,102.187,Normal,None
Back,0.176324,0.000285,170.486,-0.93,915.942,104.566,103.113,Normal,None
Front,-0.133389,-0.04787,122.851,4.887,636.294,150.386,106.367,Normal,None
Back,-0.217032,-0.039008,75.207,37.447,71.369,152.831,119.334,Normal,None
Front,0.218628,-0.073897,186.397,-7.491,612.125,126.09,118.078,Normal,None
Front,-0.234881,-0.087096,155.793,-6.631,176.807,144.607,104.739,Normal,None
Front,0.003144,0.038236,51.142,7.205,433.699,140.005,114.63,Normal,None
Back,0.278476,-0.040187,91.899,2.845,135.547,143.63,116.832,Normal,None
Back,-0.185018,0.075757,174.551,34.898,69.264,152.73,108.506,Normal,None
Back,0.128692,-0.057235,39.104,30.813,40.165,149.591,110.623,Normal,None
Back,-0.1769,-0.086997,188.498,4.634,36.515,127.75,112.009,Normal,None
Back,0.298114,-0.02707,116.976,9.658,565.12,101.226,113.099,Normal,None
Front,-0.236002,0.026921,105.753,30.832,845.127,150.835,114.494,Normal,None
Back,0.134549,0.012676,36.842,31.833,336.075,146.695,112.361,Normal,None
Back,-0.111669,0.073181,153.842,34.687,465.904,150.488,100.17,Normal,None
Back,-0.046347,0.034467,70.449,18.993,855.008,158.0,118.604,Normal,None
Front,-0.232874,0.001707,139.6,17.254,727.936,100.111,101.367,Normal,None
Back,-0.054748,0.021285,54.188,4.646,850.92,101.709,109.945,Normal,None
Front,-0.214935,-0.091315,176.543,39.138,467.617,133.263,109.811,Normal,None
Front,0.023873,0.017149,152.874,21.728,725.849,150.773,103.13,Normal,None
Back,0.185553,0.089907,147.498,37.09,828.48,105.618,108.113,Normal,None
Back,-0.072348,-0.060212,158.129,10.433,930.776,156.503,112.743,Normal,None
Front,0.181655,-0.04375,138.525,16.21,43.881,126.166,112.13,Normal,None
Back,-0.087855,0.05017,135.544,-7.734,886.48,118.224,115.866,Normal,None
Front,0.210336,-0.043236,61.3,7.589,876.502,135.201,119.703,Normal,None
Back,0.012119,-0.085966,40.426,0.268,994.934,102.161,114.541,Normal,None
Front,-0.003322,-0.030203,50.339,31.259,51.399,123.299,104.306,Normal,None
Front,0.005123,-0.031672,64.182,28.011,865.49,132.086,106.973,Normal,None
Front,-0.269636,0.07355,189.299,9.961,319.965,133.57,116.615,Normal,None
Front,0.116287,0.092035,66.689,2.056,344.264,117.897,104.536,Normal,None
Front,-0.23328,0.003266,170.953,16.504,36.898,102.759,106.052,Normal,None
Front,-0.256706,-0.02215,156.604,31.586,873.032,112.941,117.663,Normal,None
Back,0.026537,0.068436,119.935,3.644,67.078,127.066,110.705,Normal,None
Back,0.187454,-0.037791,107.873,1.277,543.337,156.397,105.711,Normal,None
Front,-0.079324,-0.0827,41.492,0.22,732.727,101.469,109.906,Normal,None
Back,-0.236239,0.042977,50.05,11.441,414.642,108.582,113.682,Normal,None
Back,-0.139754,0.031727,154.857,9.683,269.764,127.474,116.21,Normal,None
Front,-0.120542,0.081726,144.061,11.439,120.566,110.215,115.826,Normal,None
Front,0.041238,0.090204,193.317,-1.246,392.803,152.208,110.439,Normal,None
Back,-0.049108,-0.002468,65.716,22.691,623.781,138.51,115.924,Normal,None
Front,-0.024915,0.033587,99.584,7.126,572.898,100.531,102.075,Normal,None
Front,-0.003748,0.091342,81.931,25.119,320.857,108.794,102.292,Normal,None
Back,0.141103,0.075914,69.592,31.573,465.754,135.675,117.219,Normal,None
Front,0.204691,0.084465,198.013,26.215,345.252,149.685,109.707,Normal,None
Back,-0.151096,0.05445,168.376,-4.264,400.474,139.039,102.986,Normal,None
Back,-0.010516,0.074772,32.373,18.414,543.686,126.787,113.045,Normal,None
Front,0.2598,-0.060656,162.431,19.389,601.664,108.928,100.119,Normal,None
Front,-0.006535,0.025875,61.473,16.891,127.23,142.398,105.407,Normal,None
Front,-0.045495,0.092105,39.974,22.626,800.344,127.16,102.463,Normal,None
Back,-0.226985,0.048456,168.623,-3.119,89.985,106.559,119.469,Normal,None
Back,0.057045,0.097271,165.926,3.245,972.096,107.797,101.23,Normal,None
Front,0.182511,-0.070114,20.215,36.319,491.923,144.978,113.082,Normal,None
Front,0.209248,-0.053385,121.779,33.442,208.602,145.888,100.799,Normal,None
Front,-0.112811,-0.072636,38.367,38.84,844.691,107.39,105.364,Normal,None
Back,-0.059609,-0.050739,26.365,-5.797,631.89,111.18,109.921,Normal,None
Front,-0.299609,-0.075811,64.765,39.141,579.32,148.748,109.242,Normal,None
Front,-0.161173,-0.075671,196.369,3.4,178.409,133.729,102.059,Normal,None
Back,-0.11514,-0.021578,24.626,34.347,817.479,156.765,118.9,Normal,None
Back,-0.132674,0.021389,107.718,20.229,515.449,122.359,115.084,Normal,None
Back,0.214238,0.026165,191.365,15.187,609.498,126.442,119.871,Normal,None
Front,0.19351,-0.062281,28.274,-5.621,571.025,121.245,102.2,Normal,None
Front,0.206787,-0.068081,153.491,-2.864,445.475,139.798,114.692,Normal,None
Front,0.27352,0.000751,104.199,0.426,824.566,114.294,115.183,Normal,None
Front,-0.241478,0.0122,44.932,-0.298,764.135,131.288,110.188,Normal,None
Back,-0.181886,0.041054,63.055,-2.819,740.352,110.304,107.324,Normal,None
Front,-0.238759,-0.040491,196.948,31.847,111.408,123.873,119.364,Normal,None
Back,-0.090394,-0.016495,192.942,-9.183,256.024,130.51526393660552,521.61,noise_injection,High
Front,0.31993345883819235,0.007574929332622285,55.38945236957507,15.702796108109732,682.713,117.885,109.891,spoofing,Low
Back,0.5900903821449877,-0.019547661517660426,112.71416104114813,12.251060282198804,987.485,127.539,116.875,spoofing,High
Front,0.181053,0.044547,48.543,23.945,673.853,183.97445455927624,539.99,noise_injection,High
Back,0.215242,0.058342,86.214,38.568,95.551,184.09081726054734,167.85750000000002,noise_injection,Low
Front,-0.200403,-0.088803,63.854,4.245,33.682,274.53770071482865,312.126,noise_injection,Medium
Back,-0.251284,0.036956,70.865,23.958,705.445,237.16881434496236,166.4475,noise_injection,Low
Front,0.186315,-0.073704,146.124,17.32,990.884,272.3569083275568,305.409,noise_injection,Medium
Back,0.246323,0.01967,146.038,31.514,838.349,194.83482703145984,507.39,noise_injection,High
Back,0.12073651756445633,0.15742318949288064,206.19617603634353,19.127964331843472,125.017,153.318,101.609,spoofing,High
Back,0.3029452689465776,0.08654149949300971,83.36345132087023,-20.944470622496144,576.961,111.1,103.013,spoofing,Medium
Back,-0.10063,-0.00998,108.277,-4.502,990.275,265.1837033527222,332.271,noise_injection,Medium
Front,0.200476,-0.015438,184.45,-9.594,489.932,240.0534519021173,318.633,noise_injection,Medium
Back,-0.217057,-0.069309,171.089,3.633,45.868,211.00788810426155,527.71,noise_injection,High
Front,-0.097432,0.030145,61.758,22.51,473.123,80.17891844066533,547.42,noise_injection,High
Front,-0.2592485738918056,-0.053676446410739265,64.85175024041709,85.5721345288037,467.305,105.496,117.525,spoofing,Low
Back,0.287623,0.086662,123.089,33.901,694.051,107.68325272456524,333.303,noise_injection,Medium
Back,-0.607587215517037,-0.11682611365377545,77.35549168983324,101.4849836972124,714.772,143.261,105.308,spoofing,Medium
Front,-0.034296,0.072695,124.608,32.074,595.829,186.82126405729733,173.77800000000002,noise_injection,Low
Front,0.4543511927441594,-0.1300978653765958,218.73159309734498,144.82071829512404,25.066,102.041,109.225,spoofing,Medium
Front,-0.033968,-0.010882,147.394,-8.092,124.41,120.2522754191491,574.54,noise_injection,High
