Throttle_Position,Brake_Pressure,Steering_Angle,Vehicle_Speed,Gear_Position,Threat_Type,Attack_Severity
23.21,71.56,-16.88,2.46,N,Normal,None
19.07,370.0,1.44,13.12,P,Normal,None
99.96,301.85,-21.98,0.64,N,Normal,None
10.45,386.1,4.84,17.08,D,Normal,None
30.12,26.61,14.24,26.09,N,Normal,None
9.58,326.58,27.91,28.7,R,Normal,None
59.4,87.58,15.7,17.51,D,Normal,None
23.63,435.55,29.4,20.69,N,Normal,None
71.47,267.36,-13.89,7.53,R,Normal,None
86.14,234.37,17.73,28.33,P,Normal,None
45.09,153.97,-28.64,22.92,D,Normal,None
11.57,27.4,26.06,24.67,N,Normal,None
45.77,188.02,4.77,2.28,D,Normal,None
31.32,424.88,-2.29,6.65,N,Normal,None
87.12,374.92,-27.81,27.4,P,Normal,None
90.08,148.98,-25.66,6.14,R,Normal,None
57.75,471.32,20.34,25.4,P,Normal,None
81.57,121.02,28.49,21.08,N,Normal,None
39.88,185.03,-4.03,1.32,R,Normal,None
34.19,426.38,-0.51,21.32,R,Normal,None
86.94,28.5,-12.44,2.22,D,Normal,None
23.67,15.35,-17.73,17.5,R,Normal,None
1.35,344.79,14.59,22.56,D,Normal,None
16.74,63.58,29.49,24.6,N,Normal,None
97.27,382.7,7.61,7.58,N,Normal,None
55.93,110.17,11.59,2.39,R,Normal,None
97.23,121.17,16.5,0.51,R,Normal,None
38.33,151.96,23.67,3.68,N,Normal,None
0.35,336.12,-26.82,7.37,D,Normal,None
35.0,358.42,23.05,22.24,R,Normal,None
61.49,231.02,25.76,0.71,R,Normal,None
72.79,409.71,-20.36,25.59,R,Normal,None
83.85,280.34,28.18,4.34,P,Normal,None
25.26,117.3,-17.0,7.48,P,Normal,None
27.93,259.04,26.21,3.75,D,Normal,None
68.23,347.59,-22.9,13.3,N,Normal,None
27.45,412.76,25.68,19.35,R,Normal,None
55.56,54.17,-12.86,11.28,N,Normal,None
90.03,92.88,24.48,14.32,R,Normal,None
86.1,477.27,-24.74,20.43,D,Normal,None
76.02,345.25,-23.14,11.93,P,Normal,None
63.69,348.26,12.27,15.98,R,Normal,None
60.81,342.56,5.65,0.6,N,Normal,None
70.71,321.19,-10.21,6.26,R,Normal,None
97.85,389.52,-18.13,18.83,R,Normal,None
56.32,226.25,-7.62,24.13,N,Normal,None
39.89,370.84,17.3,19.43,R,Normal,None
10.03,378.38,2.61,12.92,D,Normal,None
65.68,395.04,23.21,17.44,D,Normal,None
78.58,134.72,7.46,20.4,N,Normal,None
31.4,14.94,22.92,1.93,D,Normal,None
45.25,76.41,22.22,18.88,P,Normal,None
37.33,494.37,-14.18,9.45,P,Normal,None
66.26,393.87,19.79,17.71,P,Normal,None
29.55,402.56,0.14,19.14,D,Normal,None
3.59,455.69,-24.73,6.45,P,Normal,None
3.24,287.11,-16.89,29.07,P,Normal,None
11.71,140.6,-18.84,19.74,D,Normal,None
70.46,323.2,-24.09,6.27,D,Normal,None
50.18,360.96,17.83,3.85,D,Normal,None
96.01,129.05,-18.6,19.73,R,Normal,None
15.76,50.48,25.33,18.96,P,Normal,None
29.38,120.55,-21.87,19.69,R,Normal,None
95.16,371.02,2.7,29.07,N,Normal,None
97.28,63.28,-2.13,24.23,N,Normal,None
61.23,94.49,-27.39,20.15,P,Normal,None
94.85,138.05,-23.37,15.07,P,Normal,None
18.74,30.59,0.59,7.73,P,Normal,None
32.14,35.82,-8.51,20.75,R,Normal,None
83.72,5.89,29.5,14.77,N,Normal,None
99.22,364.28,24.34,23.03,N,Normal,None
85.93,44.9,4.98,23.78,D,Normal,None
2.01,289.11,10.13,3.44,D,Normal,None
45.56,316.1,8.44,17.6,D,Normal,None
89.49,167.51,-14.82,7.7,P,Normal,None
4.34,251.12,-18.47,2.04,D,Normal,None
13.53,216.0,-3.58,12.01,R,Normal,None
55.33,12.39,-9.69,18.65,P,Normal,None
81.54,310.34,-27.45,28.41,P,Normal,None
54.12,451.28,-4.36,9.78,P,Normal,None
23.19,233.31,21.18,12.47,N,Normal,None
92.72,99.88,14.12,4.01,N,Normal,None
8.46,319.69,29.78,13.56,D,Normal,None
92.41,457.7,-13.36,12.74,R,Normal,None
45.27,430.04,-21.95,21.55,N,Normal,None
38.28,262.24,-6.13,17.31,D,Normal,None
88.5,207.94,-13.34,11.99,N,Normal,None
71.39,118.6,-0.1,13.96,P,Normal,None
34.59,479.14,-19.96,2.96,N,Normal,None
76.87,373.2,-10.74,23.55,R,Normal,None
17.24,29.17,-8.09,16.37,P,Normal,None
82.45,277.89,-22.77,15.54,N,Normal,None
45.06,89.41,11.52,0.43,R,Normal,None
51.23,322.18,18.01,24.97,R,Normal,None
56.52,26.72,-25.41,23.28,P,Normal,None
50.25,191.42,19.01,29.17,N,Normal,None
43.0,97.38,-1.51,8.15,P,Normal,None
64.21,218.55,14.23,6.61,D,Normal,None
1.88,280.99,-9.21,5.14,N,Normal,None
52.37,65.38,-14.85,11.42,D,Normal,None
91.15,149.78,12.37,2.6,D,Normal,None
28.63,352.71,8.81,10.3,R,Normal,None
37.02,349.37,18.44,4.19,P,Normal,None
85.8,249.28,-0.12,14.02,N,Normal,None
52.57,444.21,22.88,27.89,P,Normal,None
45.01,27.35,28.72,13.9,N,Normal,None
92.48,420.33,-3.88,2.85,R,Normal,None
30.16,2.29,-3.15,4.96,D,Normal,None
33.86,484.16,-16.74,19.01,P,Normal,None
88.0,353.58,25.19,10.8,P,Normal,None
57.27,277.96,-18.46,25.9,R,Normal,None
83.73,416.53,-29.16,25.23,D,Normal,None
6.25,283.22,13.6,7.12,N,Normal,None
56.3,486.43,-11.95,0.56,N,Normal,None
74.8,94.6,15.24,10.94,D,Normal,None
96.17,434.48,-11.85,18.37,P,Normal,None
38.74,146.44,11.76,0.55,P,Normal,None
13.0,74.06,-2.42,28.91,P,Normal,None
33.98,412.89,-21.97,27.86,D,Normal,None
9.04,23.33,-2.0,5.75,R,Normal,None
1.69,126.53,-25.88,29.56,R,Normal,None
57.39,72.1,-22.17,28.4,N,Normal,None
33.38,3.13,-6.88,28.4,P,Normal,None
37.55,62.05,6.8,9.87,D,Normal,None
1.74,273.39,-20.94,27.84,R,Normal,None
76.54,480.59,11.59,6.19,P,Normal,None
10.05,478.94,1.85,28.12,N,Normal,None
63.17,164.41,22.97,3.14,D,Normal,None
36.83,394.84,12.16,14.17,R,Normal,None
32.06,353.86,24.39,25.7,P,Normal,None
11.43,35.14,-27.39,10.12,P,Normal,None
14.8,472.08,1.73,22.87,D,Normal,None
12.34,429.86,-14.66,24.84,R,Normal,None
92.16,10.85,-23.03,29.43,N,Normal,None
32.36,96.47,25.77,9.37,N,Normal,None
95.72,303.12,-18.49,27.63,D,Normal,None
6.25,32.58,-1.59,18.68,P,Normal,None
70.71,111.04,17.77,22.16,D,Normal,None
79.55,253.37,3.94,22.81,R,Normal,None
44.2,322.71,-9.26,27.58,N,Normal,None
96.72,228.07,23.24,21.91,D,Normal,None
60.47,101.31,2.59,19.56,N,Normal,None
59.31,216.44,22.82,9.35,R,Normal,None
8.74,461.24,-21.18,2.9,D,Normal,None
22.12,93.31,2.3,25.12,N,Normal,None
30.91,396.32,-23.24,14.51,N,Normal,None
71.41,320.67,-12.57,20.42,P,Normal,None
62.05,486.44,-18.16,6.3,D,Normal,None
93.71,285.17,-12.95,5.39,P,Normal,None
61.09,144.86,-2.46,19.21,P,Normal,None
69.8,187.34,-0.74,4.24,D,Normal,None
93.69,88.29,-19.92,0.21,N,Normal,None
45.21,230.15,-4.86,28.71,R,Normal,None
63.81,421.54,22.99,21.17,N,Normal,None
4.04,40.76,29.59,19.04,P,Normal,None
31.66,206.14,14.22,20.25,P,Normal,None
15.21,219.13,-27.98,2.27,N,Normal,None
91.03,284.42,-6.31,23.3,P,Normal,None
2.74,383.62,2.85,18.93,R,Normal,None
7.31,270.27,-22.49,5.88,D,Normal,None
26.44,238.98,1.47,16.59,R,Normal,None
57.94,401.8,-29.27,3.65,D,Normal,None
24.49,413.39,3.0,10.02,R,Normal,None
10.95,389.01,-17.37,8.01,D,Normal,None
21.23,33.22,27.57,9.73,D,Normal,None
3.87,192.07,-5.05,23.57,N,Normal,None
95.44,236.72,-9.27,0.66,D,Normal,None
26.87,144.95,9.01,15.21,P,Normal,None
60.41,356.51,-21.15,27.79,R,Normal,None
14.42,88.83,-6.69,6.58,R,Normal,None
56.08,55.37,22.08,23.36,R,Normal,None
47.7,396.21,-29.33,18.03,D,Normal,None
12.06,350.71,-20.67,17.25,N,Normal,None
40.41,145.91,-5.29,8.25,P,Normal,None
55.29,135.3,28.3,6.6,P,Normal,None
94.0,483.02,1.82,14.17,D,Normal,None
37.49,253.38,27.31,9.6,R,Normal,None
5.89,488.4,8.21,3.57,D,Normal,None
22.28,396.6,-23.46,21.64,R,Normal,None
21.33,43.1,-21.73,8.66,P,Normal,None
38.92,22.62,-13.01,26.92,N,Normal,None
13.28,55.51,27.96,21.55,D,Normal,None
12.44,287.35,25.75,20.05,R,Normal,None
77.09,363.92,-16.61,24.32,N,Normal,None
49.19,494.01,13.03,18.75,R,Normal,None
30.92,311.78,-16.37,26.66,D,Normal,None
54.19,151.38,-15.53,24.31,N,Normal,None
81.11,460.7,29.79,20.94,P,Normal,None
41.01,38.67,-22.05,21.52,P,Normal,None
20.84,35.8,-7.33,29.51,R,Normal,None
85.81,324.02,-27.79,29.32,R,Normal,None
77.82,237.98,10.24,17.64,D,Normal,None
79.3,378.53,-6.36,7.02,P,Normal,None
35.51,462.48,-24.73,25.75,P,Normal,None
1.68,410.42,-16.89,10.54,P,Normal,None
42.08,473.77,17.3,8.08,D,Normal,None
24.0,100.48,25.28,7.16,D,Normal,None
82.64,399.99,8.27,13.36,R,Normal,None
51.95,120.6,29.95,23.56,D,Normal,None
97.23,413.66,12.25,21.57,P,Normal,None
56.93,303.1,10.94,24.7,R,Normal,None
65.83,302.32,11.87,5.64,D,Normal,None
15.71,50.36,10.12,22.53,R,Normal,None
44.68,379.37,-0.19,2.21,N,Normal,None
7.56,102.15,-19.9,8.39,N,Normal,None
84.66,380.22,-14.49,19.82,R,Normal,None
40.6,443.35,27.17,24.08,D,Normal,None
8.63,497.38,15.86,20.09,D,Normal,None
93.92,448.64,-7.95,12.37,N,Normal,None
0.15,439.37,-12.68,15.39,P,Normal,None
14.63,110.06,23.69,16.34,D,Normal,None
76.42,24.43,14.2,12.02,N,Normal,None
61.95,437.35,10.08,27.36,N,Normal,None
11.27,369.29,-6.74,13.94,D,Normal,None
90.09,33.55,-20.48,29.14,D,Normal,None
27.76,128.8,-17.96,14.44,N,Normal,None
26.07,447.7,4.82,2.51,D,Normal,None
30.75,107.23,27.8,4.66,P,Normal,None
78.03,382.46,-19.31,29.56,R,Normal,None
95.52,454.26,4.93,23.5,R,Normal,None
27.84,469.36,29.95,8.67,N,Normal,None
54.7,371.95,-12.72,12.57,N,Normal,None
99.61,331.93,21.29,7.38,D,Normal,None
13.8,492.54,25.1,18.64,R,Normal,None
26.4,160.89,23.44,15.74,P,Normal,None
31.32,381.72,-16.73,17.55,N,Normal,None
36.11,283.18,-0.58,27.89,D,Normal,None
51.82,194.08,19.65,6.21,P,Normal,None
37.78,191.88,-27.44,28.05,P,Normal,None
33.99,156.52,-13.34,0.27,N,Normal,None
38.16,126.84,22.1,18.48,N,Normal,None
14.66,459.87,-13.64,3.95,D,Normal,None
86.57,89.46,19.95,13.78,N,Normal,None
27.39,120.76,23.61,0.97,N,Normal,None
0.21,186.45,-20.8,19.42,D,Normal,None
53.01,465.72,-24.25,6.89,N,Normal,None
91.41,101.67,15.66,8.02,R,Normal,None
58.83,323.62,19.92,25.73,D,Normal,None
4.44,236.88,1.9,0.78,R,Normal,None
41.85,77.14,19.46,2.21,P,Normal,None
12.56,374.15,8.67,23.13,D,Normal,None
22.88,207.77,23.46,25.16,R,Normal,None
32.71,467.01,-2.84,13.85,R,Normal,None
38.85,268.95,-2.37,0.39,D,Normal,None
57.98,136.97,-29.02,6.85,N,Normal,None
69.12,391.53,-18.31,6.06,N,Normal,None
35.59,253.71,-20.62,18.05,P,Normal,None
99.67,473.26,-18.31,13.38,D,Normal,None
37.46,206.99,0.54,2.17,N,Normal,None
18.72,422.3,3.04,28.29,P,Normal,None
35.79,2.14,-2.35,0.77,R,Normal,None
54.9,491.62,18.65,22.01,N,Normal,None
15.64,156.28,-22.76,1.48,P,Normal,None
99.6,219.13,23.69,5.38,D,Normal,None
48.33,100.89,15.99,29.28,D,Normal,None
73.09,106.7,-11.19,21.24,D,Normal,None
39.84,428.8,26.37,26.15,D,Normal,None
38.76,180.57,-28.97,7.24,N,Normal,None
9.26,344.9,-29.25,12.62,D,Normal,None
22.27,269.81,10.65,18.51,N,Normal,None
16.65,172.64,-7.91,9.1,P,Normal,None
63.02,8.55,-11.44,20.72,P,Normal,None
12.46,412.21,2.76,10.13,D,Normal,None
6.6,329.87,25.43,29.9,D,Normal,None
99.22,338.66,9.43,3.78,N,Normal,None
18.66,88.74,20.84,27.36,P,Normal,None
89.07,230.31,11.77,15.61,R,Normal,None
72.92,278.0,20.93,11.33,N,Normal,None
87.06,280.69,-24.39,26.51,P,Normal,None
4.19,11.45,1.4,9.59,P,Normal,None
35.87,147.31,-17.36,23.49,P,Normal,None
33.37,107.28,-21.27,15.58,R,Normal,None
65.22,219.63,-28.28,28.32,P,Normal,None
73.96,353.0,8.6,29.74,D,Normal,None
0.28,307.99,21.41,19.87,R,Normal,None
35.95,387.09,-21.67,11.38,D,Normal,None
63.23,365.92,-7.82,25.73,N,Normal,None
83.33,293.31,-4.61,19.8,P,Normal,None
8.45,412.83,29.24,0.68,R,Normal,None
50.67,262.46,16.29,15.98,R,Normal,None
79.51,433.48,29.52,0.17,R,Normal,None
98.85,318.09,-10.51,1.25,N,Normal,None
64.83,77.68,-20.11,7.47,P,Normal,None
46.32,426.86,15.21,15.49,D,Normal,None
34.31,97.05,-10.35,2.22,P,Normal,None
20.87,411.64,-4.23,25.75,R,Normal,None
22.52,439.99,27.85,16.26,D,Normal,None
87.51,195.22,19.39,3.09,R,Normal,None
21.07,179.73,-25.48,16.53,D,Normal,None
68.9,346.09,29.39,6.12,N,Normal,None
11.12,59.83,-7.33,23.39,N,Normal,None
47.21,236.92,-1.98,9.27,R,Normal,None
7.15,392.54,-21.07,7.58,D,Normal,None
21.14,352.33,13.44,6.32,P,Normal,None
44.31,236.42,17.43,6.89,N,Normal,None
82.95,197.92,12.45,8.37,D,Normal,None
27.15,461.35,9.67,10.7,R,Normal,None
71.41,195.86,15.29,6.38,R,Normal,None
13.53,214.16,11.66,1.0,P,Normal,None
96.49,283.53,-20.73,16.85,N,Normal,None
78.51,444.64,13.1,7.44,P,Normal,None
35.62,302.79,-27.67,0.61,N,Normal,None
64.8,90.71,28.25,5.64,R,Normal,None
86.23,228.91,6.92,13.68,R,Normal,None
56.68,17.66,16.87,15.36,R,Normal,None
44.14,394.91,-6.94,4.8,P,Normal,None
55.73,310.05,-25.05,1.6,D,Normal,None
61.46,278.46,21.29,5.28,D,Normal,None
62.9,477.58,21.79,7.42,N,Normal,None
6.39,486.26,13.62,3.76,R,Normal,None
86.7,36.76,19.25,7.98,P,Normal,None
62.16,21.49,10.7,28.2,N,Normal,None
28.45,471.29,9.4,21.95,R,Normal,None
35.8,90.64,8.25,8.66,R,Normal,None
50.53,408.76,4.89,26.26,R,Normal,None
7.45,82.88,-21.17,16.8,R,Normal,None
0.69,480.34,-0.38,25.55,N,Normal,None
60.69,343.76,12.39,16.65,P,Normal,None
64.68,115.13,29.36,21.63,P,Normal,None
61.78,495.91,2.7,0.42,P,Normal,None
85.35,215.89,-26.03,14.38,N,Normal,None
62.4,13.86,-8.06,9.71,P,Normal,None
29.22,113.39,-7.11,7.76,D,Normal,None
19.22,334.67,-9.55,13.85,D,Normal,None
24.96,95.56,29.22,7.11,D,Normal,None
5.58,136.66,26.64,3.51,D,Normal,None
12.26,468.65,-14.68,26.66,N,Normal,None
37.56,149.02,22.28,0.54,N,Normal,None
51.23,68.72,-29.89,7.64,P,Normal,None
67.21,352.55,-0.07,28.62,N,Normal,None
45.4,393.76,-20.21,9.93,P,Normal,None
11.19,102.63,-5.15,15.02,P,Normal,None
46.12,160.8,6.13,10.57,R,Normal,None
60.89,399.65,16.3,2.17,D,Normal,None
68.49,252.45,27.02,4.91,P,Normal,None
32.25,255.86,5.51,24.06,D,Normal,None
11.82,177.3,10.27,23.03,N,Normal,None
71.68,401.66,-27.49,0.46,D,Normal,None
98.94,95.24,26.44,8.64,R,Normal,None
82.17,183.47,-28.13,9.61,P,Normal,None
81.9,46.17,20.43,12.91,P,Normal,None
26.77,286.74,-19.25,20.86,R,Normal,None
64.17,237.13,10.77,3.84,P,Normal,None
51.88,452.18,-29.68,28.22,P,Normal,None
74.36,43.38,9.34,12.97,P,Normal,None
10.73,38.6,-16.34,1.17,N,Normal,None
26.3,309.58,-24.65,12.11,N,Normal,None
75.41,372.71,-21.71,6.22,P,Normal,None
9.52,35.37,17.08,3.86,R,Normal,None
66.54,321.14,11.89,3.09,R,Normal,None
64.3,426.7,-25.36,6.85,N,Normal,None
34.61,268.71,-16.54,1.03,R,Normal,None
61.54,323.04,-11.2,6.59,R,Normal,None
42.1,231.31,-29.53,24.42,P,Normal,None
81.9,206.25,-16.04,19.64,N,Normal,None
58.79,160.62,26.76,27.6,N,Normal,None
56.73,487.49,6.97,19.5,N,Normal,None
73.83,494.16,14.91,19.23,P,Normal,None
60.65,496.75,0.09,18.4,P,Normal,None
25.16,465.39,-13.12,4.27,D,Normal,None
56.31,209.59,18.03,11.0,D,Normal,None
22.15,99.38,-26.22,23.38,D,Normal,None
83.85,303.05,13.87,15.29,N,Normal,None
20.1,348.09,3.86,4.44,R,Normal,None
45.64,9.32,-29.77,28.71,N,Normal,None
40.77,217.1,9.05,6.09,R,Normal,None
81.67,188.82,7.12,8.27,D,Normal,None
1.72,188.35,14.69,25.25,R,Normal,None
42.15,120.14,-6.76,14.39,N,Normal,None
2.2,389.25,-14.04,5.13,R,Normal,None
80.05,141.7,23.63,22.4,P,Normal,None
96.57,358.82,-1.51,27.24,D,Normal,None
21.06,469.57,5.43,5.14,D,Normal,None
25.46,56.5,27.49,25.27,P,Normal,None
32.25,229.6,-19.57,15.89,P,Normal,None
7.02,256.85,18.51,3.95,N,Normal,None
2.54,183.54,22.94,23.08,R,Normal,None
78.74,476.14,-4.27,19.5,N,Normal,None
63.04,276.92,-17.85,29.51,N,Normal,None
61.25,199.62,21.56,15.3,N,Normal,None
99.75,250.96,-7.75,5.15,N,Normal,None
16.63,477.88,7.06,4.27,D,Normal,None
26.81,472.95,21.58,19.25,R,Normal,None
39.92,33.37,26.37,21.36,R,Normal,None
65.15,6.51,-15.47,18.29,R,Normal,None
56.18,394.02,27.18,13.38,P,Normal,None
86.28,79.46,-15.74,12.93,D,Normal,None
58.32,18.66,-24.91,19.63,N,Normal,None
45.14,220.2,-13.28,5.99,R,Normal,None
67.86,438.69,23.47,15.88,N,Normal,None
2.29,55.58,-11.8,4.68,N,Normal,None
65.34,284.73,-7.81,0.12,D,Normal,None
72.4,251.54,21.11,11.69,N,Normal,None
79.13,122.53,25.84,1.54,D,Normal,None
60.81,158.04,-8.33,17.72,P,Normal,None
10.28,145.31,25.5,27.43,R,Normal,None
17.76,147.18,14.19,27.13,R,Normal,None
35.65,364.28,19.93,29.04,N,Normal,None
60.2,95.18,-8.31,0.03,P,Normal,None
12.45,81.41,25.08,8.37,N,Normal,None
54.31,250.37,27.67,8.75,P,Normal,None
70.15,254.57,-15.64,19.38,P,Normal,None
79.12,0.51,7.31,14.74,N,Normal,None
93.85,135.2,-4.71,13.4,N,Normal,None
43.35,196.84,0.33,20.77,N,Normal,None
51.54,394.74,-18.2,11.38,P,Normal,None
72.54,339.15,26.4,19.37,D,Normal,None
94.46,358.86,-15.64,20.09,R,Normal,None
27.81,339.58,-12.72,3.77,P,Normal,None
89.83,77.97,18.72,11.71,R,Normal,None
39.78,100.19,-23.29,25.52,P,Normal,None
43.4,256.36,21.97,0.59,N,Normal,None
19.59,63.66,4.47,17.04,R,Normal,None
63.89,409.67,-7.54,6.34,P,Normal,None
77.47,221.91,-17.34,11.08,N,Normal,None
49.35,112.05,21.46,19.79,P,Normal,None
76.22,318.5,-11.12,16.35,R,Normal,None
96.12,269.46,-4.44,11.15,R,Normal,None
95.25,490.21,29.47,15.13,P,Normal,None
66.09,118.36,-23.43,7.89,D,Normal,None
41.7,107.57,-20.9,8.95,N,Normal,None
9.32,122.09,6.71,1.78,P,Normal,None
5.88,102.0,-27.37,22.01,D,Normal,None
93.5,49.38,18.58,27.04,P,Normal,None
17.71,339.79,-19.16,6.11,D,Normal,None
31.73,424.27,11.74,7.58,N,Normal,None
44.87,192.51,8.07,7.44,R,Normal,None
41.67,23.4,-19.23,15.42,N,Normal,None
15.94,355.12,4.43,6.22,D,Normal,None
55.65,73.53,5.31,21.13,P,Normal,None
11.21,438.78,14.09,9.06,D,Normal,None
18.3,418.68,-21.24,6.29,P,Normal,None
71.89,50.78,11.18,9.47,D,Normal,None
86.91,7.01,0.6,18.2,R,Normal,None
46.01,101.68,-5.58,17.89,D,Normal,None
81.98,53.38,25.61,15.24,R,Normal,None
65.26,70.66,28.59,24.38,R,Normal,None
10.2,196.77,-17.52,11.99,R,Normal,None
51.44,77.7,25.32,20.03,N,Normal,None
35.54,473.81,14.23,29.92,N,Normal,None
24.63,286.39,20.09,28.11,D,Normal,None
81.9,402.93,-26.66,1.47,P,Normal,None
11.0,230.35,-16.62,16.2,R,Normal,None
6.72,85.22,-29.46,0.42,P,Normal,None
45.55,12.9,11.92,12.59,N,Normal,None
88.33,229.86,17.27,9.18,P,Normal,None
76.9,482.25,12.23,13.05,P,Normal,None
49.59,113.4,11.38,19.16,R,Normal,None
15.39,94.6,-9.15,1.19,R,Normal,None
64.39,116.72,25.16,22.44,D,Normal,None
81.85,357.03,22.24,28.15,D,Normal,None
55.78,456.7,-0.6,28.6,N,Normal,None
17.95,465.02,-23.1,12.48,R,Normal,None
13.45,485.71,8.21,0.91,R,Normal,None
75.26,116.18,8.16,9.04,N,Normal,None
35.21,23.6,11.94,16.62,N,Normal,None
89.46,457.96,-29.58,23.05,R,Normal,None
13.94,75.09,-8.24,21.05,D,Normal,None
91.6,19.14,14.73,11.87,P,Normal,None
77.76,226.95,-17.05,12.99,N,Normal,None
70.28,413.05,17.81,23.46,R,Normal,None
56.24,24.29,-3.21,29.62,D,Normal,None
58.25,346.93,-23.34,8.31,P,Normal,None
17.06,49.49,13.99,27.84,D,Normal,None
0.61,337.03,-18.72,28.17,N,Normal,None
51.09,168.5,27.6,17.66,N,Normal,None
11.26,315.92,-29.53,28.0,D,Normal,None
12.43,262.83,18.49,12.53,N,Normal,None
17.49,157.73,-22.64,22.46,D,Normal,None
85.16,347.61,22.55,6.44,P,Normal,None
31.69,385.57,17.35,18.34,R,Normal,None
9.85,176.12,1.64,23.4,D,Normal,None
75.07,162.64,-21.27,16.63,D,Normal,None
58.22,226.16,-28.81,13.58,D,Normal,None
65.11,386.1,-12.08,8.49,R,Normal,None
79.23,36.39,-10.1,17.52,R,Normal,None
50.14,279.26,-12.83,14.08,D,Normal,None
31.74,122.35,-8.91,8.49,N,Normal,None
54.61,287.76,-27.91,5.61,D,Normal,None
40.56,344.14,3.49,24.96,R,Normal,None
28.89,86.32,9.03,23.45,D,Normal,None
87.34,156.19,-3.63,28.04,D,Normal,None
46.97,83.78,-24.2,6.96,P,Normal,None
16.19,181.24,-22.66,4.02,N,Normal,None
21.84,335.59,-9.98,3.17,R,Normal,None
71.75,448.78,-13.84,7.92,P,Normal,None
86.5,44.04,1.01,26.39,R,Normal,None
45.63,417.42,18.39,19.69,N,Normal,None
65.53,443.04,28.17,29.8,R,Normal,None
17.77,437.13,1.62,9.23,D,Normal,None
99.58,295.75,17.08,24.52,P,Normal,None
48.65,378.76,18.58,11.83,N,Normal,None
35.61,375.22,-12.18,14.42,R,Normal,None
32.26,119.41,8.98,21.19,R,Normal,None
47.77,256.59,-21.42,15.11,P,Normal,None
33.8,414.7,10.47,26.41,P,Normal,None
91.99,475.58,13.88,4.17,N,Normal,None
53.3,490.81,15.27,1.17,R,Normal,None
62.67,191.12,17.44,15.98,R,Normal,None
61.04,375.72,20.13,11.96,N,Normal,None
75.02,69.23,3.14,28.07,R,Normal,None
90.38,12.52,2.45,17.1,P,Normal,None
50.07,416.21,15.63,6.12,D,Normal,None
25.53,476.29,16.96,27.96,R,Normal,None
71.77,0.41,-19.89,21.69,P,Normal,None
96.73,232.94,-2.06,2.93,D,Normal,None
25.46,132.6,-23.0,27.72,N,Normal,None
16.64,324.89,25.57,23.3,P,Normal,None
24.59,126.75,-19.38,18.19,P,Normal,None
45.04,175.82,-19.9,26.01,P,Normal,None
42.36,463.13,-29.17,26.06,P,Normal,None
51.0,348.66,23.75,19.99,N,Normal,None
27.55,21.55,29.63,15.82,P,Normal,None
85.35,184.5,-17.06,3.28,P,Normal,None
95.16,398.99,-26.08,9.93,R,Normal,None
38.55,336.69,19.56,14.58,R,Normal,None
53.78,498.27,25.89,13.49,R,Normal,None
64.93,321.09,-22.83,11.04,D,Normal,None
5.21,421.82,18.08,19.12,N,Normal,None
52.41,438.37,18.22,22.27,R,Normal,None
10.75,267.37,-29.08,16.02,R,Normal,None
29.69,76.4,-16.65,6.48,N,Normal,None
37.54,283.75,-24.13,19.24,D,Normal,None
42.03,411.9,-13.04,20.82,N,Normal,None
7.95,131.99,6.88,16.47,P,Normal,None
22.59,288.91,22.93,24.37,P,Normal,None
20.1,408.46,29.07,11.13,P,Normal,None
54.8,419.26,25.03,3.23,D,Normal,None
82.76,21.18,-14.57,7.61,R,Normal,None
56.91,272.08,14.82,12.2,P,Normal,None
80.64,232.41,-20.03,26.7,P,Normal,None
0.77,206.14,-5.88,4.58,R,Normal,None
79.86,46.16,-28.81,28.72,N,Normal,None
87.37,0.94,29.55,11.36,R,Normal,None
86.8,41.37,3.79,23.4,N,Normal,None
78.12,278.44,-14.12,14.11,D,Normal,None
11.38,454.55,-7.49,29.29,P,Normal,None
48.86,470.36,-1.8,9.15,D,Normal,None
32.41,125.29,-29.62,25.07,D,Normal,None
49.09,350.62,-20.88,12.99,N,Normal,None
29.34,76.85,11.34,11.52,R,Normal,None
38.69,371.06,8.41,21.24,D,Normal,None
49.9,128.11,17.41,17.34,D,Normal,None
75.09,116.75,-14.21,12.34,D,Normal,None
52.49,456.98,14.96,6.38,D,Normal,None
15.02,321.84,-6.53,21.79,D,Normal,None
64.04,65.44,-4.1,5.74,R,Normal,None
54.51,358.81,6.36,29.77,P,Normal,None
53.42,40.13,-18.36,14.12,N,Normal,None
30.14,231.17,14.91,7.15,R,Normal,None
82.74,0.02,3.37,14.37,D,Normal,None
7.59,70.98,25.55,25.63,P,Normal,None
87.04,360.53,10.15,16.6,R,Normal,None
56.05,377.94,26.49,28.39,R,Normal,None
35.23,173.3,-1.82,22.28,R,Normal,None
82.17,86.98,21.18,9.46,P,Normal,None
10.13,442.04,-28.03,28.18,R,Normal,None
0.35,21.34,-1.46,2.95,P,Normal,None
92.49,97.19,-10.82,21.68,N,Normal,None
68.24,234.74,8.49,4.87,R,Normal,None
92.09,499.0,-24.32,2.03,N,Normal,None
38.08,360.88,4.4,16.3,R,Normal,None
19.78,102.76,-13.62,26.44,P,Normal,None
94.23,119.8,-23.22,4.13,R,Normal,None
58.19,479.28,4.3,17.48,N,Normal,None
70.48,223.84,-28.44,14.44,D,Normal,None
79.63,424.82,-15.48,9.4,N,Normal,None
10.98,78.59,20.08,21.3,N,Normal,None
85.09,365.21,1.68,27.02,N,Normal,None
